,Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy
6495,cocked,6,518,6.25,725.24,2.288135593220339,226.04,33.0,0.97
6496,cocker,6,907,6.81,776.13,2.9096045197740117,227.22,23.0,0.7
6497,cockeyed,8,63,4.14,868.06,3.474576271186441,247.24,32.0,0.97
6498,cockfight,9,8,2.08,806.74,2.8248587570621475,306.22,31.0,0.91
6499,cockhorse,9,3,1.1,983.11,5.084745762711865,322.64,18.0,0.6
6500,cockier,7,3,1.1,792.41,4.293785310734464,262.75,17.0,0.55
6501,cockle,6,10,2.3,717.8,3.333333333333334,234.89,15.0,0.45
6502,cockleshell,11,2,0.69,1109.07,5.621468926553672,463.39,15.0,0.54
6503,Cockney,7,210,5.35,862.62,4.519774011299436,373.71,13.0,0.38
6504,cockpit,7,2318,7.75,730.59,2.288135593220339,316.4,29.0,0.91
6505,cockpits,8,122,4.8,739.58,2.203389830508475,343.62,33.0,1.0
6506,cockroach,9,280,5.63,752.91,2.8531073446327686,296.0,33.0,1.0
6507,cockroaches,11,399,5.99,843.94,2.9661016949152548,453.86,31.0,0.97
6508,cockscomb,9,0,0.0,881.58,4.689265536723164,262.0,12.0,0.41
6509,cocksure,8,25,3.22,814.86,3.813559322033899,206.21,14.0,0.45
6510,cocktail,8,1491,7.31,614.21,1.3841807909604522,173.81,34.0,1.0
6511,cocktails,9,276,5.62,623.12,1.2711864406779667,121.76,33.0,1.0
6512,cocky,5,973,6.88,619.17,1.299435028248588,130.11,30.0,0.91
6513,cocoa,5,1445,7.28,762.33,2.175141242937854,293.73,33.0,0.97
6514,coconut,7,1410,7.25,715.26,2.090395480225989,238.39,34.0,1.0
6515,coconuts,8,292,5.68,766.61,2.994350282485876,287.33,33.0,0.97
6516,cocoon,6,2063,7.63,806.9,2.9661016949152548,309.01,30.0,0.88
6517,cod,3,11375,9.34,707.56,1.8926553672316389,268.41,27.0,0.79
6518,coda,4,559,6.33,806.0,2.3163841807909606,302.69,10.0,0.31
6519,coddle,6,61,4.11,708.18,2.8813559322033906,137.24,17.0,0.53
6520,coddled,7,126,4.84,719.04,3.050847457627119,182.14,25.0,0.78
6521,code,4,148173,11.91,658.84,1.6949152542372885,413.62,31.0,0.97
6522,coded,5,3369,8.12,805.28,2.5988700564971756,426.95,29.0,0.88
6523,codeine,7,326,5.79,935.0,4.265536723163842,292.3,21.0,0.68
6524,codes,5,17655,9.78,671.77,1.4689265536723166,322.76,31.0,0.89
6525,codetermines,12,5,1.61,1145.0,6.12994350282486,454.68,10.0,0.38
6526,codex,5,761,6.63,845.5,5.225988700564972,121.83,6.0,0.18
6527,codfish,7,55,4.01,824.64,3.2203389830508478,219.97,28.0,0.82
6528,codger,6,37,3.61,850.8,3.6723163841807915,196.99,5.0,0.15
6529,codification,12,141,4.95,1036.45,5.56497175141243,236.28,11.0,0.42
6530,codified,8,441,6.09,817.6,4.435028248587571,275.05,15.0,0.48
6531,codify,6,221,5.4,869.25,3.9265536723163845,406.66,16.0,0.47
6532,coding,6,8399,9.04,638.34,1.8644067796610175,145.42,32.0,0.91
6533,coed,4,321,5.77,755.61,2.711864406779662,246.16,33.0,0.97
6534,coeditors,9,0,0.0,1098.95,5.677966101694915,440.05,20.0,0.61
6535,coeds,5,55,4.01,861.38,3.3050847457627124,359.02,26.0,0.76
6536,coeducation,11,38,3.64,1015.37,5.0,296.67,27.0,0.87
6537,coefficient,11,1013,6.92,910.26,3.6158192090395485,297.13,31.0,0.91
6538,coefficients,12,846,6.74,1004.42,4.548022598870057,480.14,31.0,0.97
6539,coequal,7,28,3.33,831.93,2.8248587570621475,265.58,14.0,0.44
6540,coerce,6,542,6.3,863.25,3.6723163841807915,197.43,20.0,0.65
6541,coerced,7,1059,6.97,940.64,3.6158192090395485,318.88,25.0,0.71
6542,coercion,8,2223,7.71,784.14,3.1073446327683616,362.83,22.0,0.71
6543,coercive,8,979,6.89,823.82,3.7853107344632777,305.22,28.0,0.85
6544,coexist,7,1416,7.26,791.92,3.6723163841807915,229.14,24.0,0.77
6545,coexistence,11,318,5.76,901.47,3.7005649717514126,280.05,34.0,1.0
6546,coexistent,10,9,2.2,884.64,4.011299435028249,303.27,28.0,0.85
6547,cofactors,9,38,3.64,1049.44,5.282485875706215,278.19,9.0,0.28
6548,coffee,6,18382,9.82,588.06,1.1299435028248592,115.58,32.0,0.97
6549,coffeepot,9,30,3.4,880.82,3.9830508474576276,343.47,34.0,0.94
6550,coffer,6,25,3.22,803.33,3.1073446327683616,377.62,12.0,0.35
6551,coffers,7,364,5.9,773.73,2.8248587570621475,275.57,15.0,0.45
6552,coffin,6,3601,8.19,696.1,2.3728813559322037,172.35,30.0,0.88
6553,cog,3,793,6.68,807.46,2.994350282485876,316.8,13.0,0.39
6554,cogent,6,695,6.54,890.95,4.1807909604519775,223.43,19.0,0.59
6555,cogently,8,71,4.26,821.6,3.587570621468927,354.03,10.0,0.32
6556,cogitate,8,20,3.0,835.91,4.011299435028249,319.83,11.0,0.32
6557,cognac,6,116,4.75,766.05,2.8248587570621475,166.82,21.0,0.64
6558,cognate,7,103,4.63,802.21,3.333333333333334,262.98,24.0,0.75
6559,cognition,9,778,6.66,737.16,2.0056497175141246,261.37,32.0,0.97
6560,cognitive,9,4173,8.34,725.2,2.514124293785311,238.45,30.0,0.97
6561,cognizance,10,147,4.99,970.79,4.915254237288136,432.39,14.0,0.44
6562,cognizant,9,273,5.61,865.92,4.435028248587571,302.23,13.0,0.38
6563,cognize,7,89,4.49,857.0,3.1355932203389836,368.9,14.0,0.44
6564,cognomen,8,4,1.39,896.33,5.451977401129944,176.72,3.0,0.09
6565,cogs,4,449,6.11,843.63,3.2203389830508478,405.99,16.0,0.47
6566,cogwheel,8,17,2.83,1085.25,4.830508474576272,409.26,12.0,0.34
6567,cohabit,7,16,2.77,770.33,3.333333333333334,319.39,18.0,0.56
6568,cohabitation,12,96,4.56,1119.05,5.819209039548023,481.11,22.0,0.69
6569,cohere,6,34,3.53,778.25,2.740112994350283,293.79,24.0,0.75
6570,coherence,9,744,6.61,717.7,2.3163841807909606,181.8,30.0,0.91
6571,coherency,9,227,5.42,808.93,3.3898305084745766,275.95,28.0,0.85
6572,coherent,8,3753,8.23,773.59,3.0790960451977405,275.02,29.0,0.85
6573,cohesion,8,364,5.9,667.25,2.3163841807909606,120.33,28.0,0.85
6574,cohesive,8,548,6.31,775.06,2.5423728813559325,256.17,31.0,0.94
6575,cohesively,10,9,2.2,862.0,3.7288135593220337,287.73,29.0,0.88
6576,cohesiveness,12,81,4.39,819.03,4.03954802259887,269.85,32.0,0.94
6577,cohort,6,633,6.45,751.32,2.68361581920904,234.12,22.0,0.65
6578,cohorts,7,597,6.39,779.48,3.050847457627119,296.21,25.0,0.76
6579,coiffure,8,20,3.0,861.33,3.9830508474576276,219.44,9.0,0.27
6580,coil,4,3384,8.13,711.44,1.9209039548022604,189.52,32.0,0.97
6581,coiled,6,280,5.63,668.48,2.090395480225989,146.89,31.0,0.97
6582,coiling,7,47,3.85,843.0,2.8531073446327686,313.58,29.0,0.91
6583,coils,5,1316,7.18,718.03,2.796610169491526,169.31,31.0,0.94
6584,coin,4,6375,8.76,618.35,0.9322033898305091,324.97,31.0,0.94
6585,coinage,7,336,5.82,914.86,4.378531073446328,335.53,22.0,0.63
6586,coincide,8,1708,7.44,920.0,3.6440677966101696,425.18,33.0,0.97
6587,coincided,9,346,5.85,936.66,4.265536723163842,352.4,29.0,0.88
6588,coincidence,11,4333,8.37,768.66,2.740112994350283,325.55,32.0,0.97
6589,coincidences,12,533,6.28,1173.68,5.56497175141243,537.99,31.0,1.0
6590,coincident,10,198,5.29,804.3,3.2203389830508478,273.52,27.0,0.84
6591,coincidental,12,1117,7.02,819.43,3.418079096045198,231.8,30.0,0.91
6592,coincides,9,465,6.14,919.96,4.1807909604519775,510.48,27.0,0.84
6593,coinciding,10,132,4.88,952.5,4.435028248587571,421.81,30.0,0.91
6594,coined,6,998,6.91,651.9,1.5254237288135597,193.6,31.0,0.97
6595,coins,5,4460,8.4,567.56,1.0734463276836161,94.3,32.0,0.97
6596,coital,6,16,2.77,837.2,3.4463276836158196,178.28,10.0,0.32
6597,coitus,6,133,4.89,797.45,3.531073446327684,128.77,11.0,0.33
6598,Coke,4,4270,8.36,560.15,0.8474576271186446,150.99,33.0,0.97
6599,Cokes,5,158,5.06,626.61,1.2711864406779667,218.88,33.0,1.0
6600,cola,4,1736,7.46,635.03,1.8644067796610175,247.3,32.0,0.94
6601,colander,8,118,4.77,951.06,4.943502824858758,318.61,18.0,0.56
6602,cold,4,34854,10.46,505.91,0.4519774011299438,81.79,33.0,1.0
6603,colder,6,991,6.9,722.84,1.8926553672316389,230.11,31.0,0.97
6604,coldest,7,314,5.75,666.3,1.610169491525424,236.45,33.0,0.97
6605,coldly,6,267,5.59,751.0,2.4576271186440684,372.26,32.0,0.94
6606,coldness,8,184,5.21,665.0,1.666666666666667,193.24,35.0,1.0
6607,colds,5,452,6.11,656.52,1.4406779661016953,213.75,33.0,0.97
6608,cole,4,3944,8.28,763.92,2.429378531073447,387.55,24.0,0.75
6609,Coleridge,9,252,5.53,823.3,4.2090395480225995,296.94,10.0,0.3
6610,Coleridge's,11,23,3.14,924.71,4.1807909604519775,275.51,14.0,0.42
6611,coleslaw,8,43,3.76,776.91,2.68361581920904,296.57,33.0,0.97
6612,colic,5,333,5.81,810.95,3.3615819209039555,262.85,21.0,0.64
6613,colicky,7,40,3.69,987.13,5.9604519774011315,245.38,8.0,0.24
6614,collaborate,11,715,6.57,773.56,2.5988700564971756,297.55,32.0,1.0
6615,collaborated,12,422,6.05,800.22,2.937853107344633,382.14,32.0,0.94
6616,collaboration,13,3119,8.05,809.5,3.050847457627119,225.11,30.0,0.97
6617,collaborator,12,353,5.87,849.87,4.152542372881356,288.26,30.0,0.91
6618,collaborators,13,455,6.12,1006.37,4.632768361581921,419.68,30.0,0.97
6619,collage,7,750,6.62,796.13,2.6271186440677967,347.79,23.0,0.72
6620,collagen,8,331,5.8,864.32,4.435028248587571,295.71,22.0,0.65
6621,collages,8,68,4.22,817.52,3.418079096045198,303.58,25.0,0.71
6622,collapse,8,5499,8.61,668.61,1.8079096045197742,243.12,33.0,1.0
6623,collapsed,9,2367,7.77,613.48,1.5819209039548028,144.75,33.0,0.97
6624,collapses,9,902,6.8,693.7,2.090395480225989,248.91,33.0,0.97
6625,collapsible,11,157,5.06,906.74,3.813559322033899,383.22,23.0,0.77
6626,collapsing,10,873,6.77,711.62,2.0056497175141246,232.41,34.0,1.0
6627,collar,6,4155,8.33,655.2,1.8079096045197742,219.54,30.0,0.94
6628,collarbone,10,87,4.47,768.23,2.7683615819209044,264.5,30.0,0.88
6629,collared,8,109,4.69,854.12,4.011299435028249,273.51,25.0,0.74
6630,collars,7,1066,6.97,670.56,1.5536723163841812,275.06,32.0,0.97
6631,collate,7,168,5.12,781.0,2.711864406779662,322.63,25.0,0.74
6632,collated,8,448,6.1,771.64,3.0225988700564974,330.06,22.0,0.67
6633,collateral,10,1286,7.16,854.39,3.813559322033899,247.62,33.0,1.0
6634,collation,9,115,4.74,776.76,3.4463276836158196,306.7,25.0,0.76
6635,colleague,9,2063,7.63,720.97,2.146892655367232,267.38,30.0,0.97
6636,colleagues,10,4752,8.47,882.06,3.3898305084745766,394.37,33.0,1.0
6637,collect,7,14307,9.57,593.58,1.0451977401129948,119.58,33.0,0.97
6638,collected,9,8252,9.02,711.94,1.6949152542372885,347.66,33.0,0.97
6639,collectible,11,1214,7.1,741.62,2.2316384180790965,214.36,34.0,1.0
6640,collecting,10,8884,9.09,726.12,1.9209039548022604,265.89,33.0,1.0
6641,collection,10,40166,10.6,596.5,1.355932203389831,134.97,32.0,0.97
6642,collections,11,6183,8.73,634.88,1.7231638418079098,180.38,32.0,0.97
6643,collective,10,7630,8.94,670.29,1.6949152542372885,235.85,34.0,1.0
6644,collectively,12,1826,7.51,781.88,2.4576271186440684,246.19,34.0,1.0
6645,collectivism,12,217,5.38,908.54,4.661016949152542,312.45,28.0,0.9
6646,collectivize,12,4,1.39,1019.93,4.491525423728814,423.67,14.0,0.44
6647,collector,9,5677,8.64,724.97,2.0056497175141246,277.85,33.0,1.0
6648,collectors,10,8042,8.99,706.38,1.666666666666667,253.4,32.0,0.97
6649,collector's,11,3671,8.21,721.44,2.146892655367232,281.12,32.0,0.94
6650,collects,8,2002,7.6,633.18,1.3841807909604522,200.42,34.0,1.0
6651,college,7,77818,11.26,713.24,2.0621468926553677,262.13,34.0,1.0
6652,colleges,8,4418,8.39,685.41,1.9209039548022604,236.39,32.0,0.97
6653,college's,9,352,5.86,700.0,2.5423728813559325,269.54,34.0,0.97
6654,collegians,10,29,3.37,876.91,4.322033898305086,274.19,23.0,0.7
6655,collegiate,10,1310,7.18,821.19,3.2485875706214697,263.34,31.0,0.94
6656,collide,7,670,6.51,740.75,2.344632768361582,329.15,32.0,0.94
6657,collided,8,295,5.69,846.29,3.1638418079096047,343.69,31.0,0.94
6658,collie,6,1822,7.51,816.33,3.333333333333334,344.69,24.0,0.73
6659,collision,9,2733,7.91,773.94,3.2203389830508478,278.39,31.0,0.97
6660,collisions,10,1112,7.01,771.32,2.8813559322033906,209.97,31.0,1.0
6661,colloidal,9,246,5.51,773.21,3.813559322033899,273.57,14.0,0.48
6662,colloquial,10,380,5.94,827.79,3.418079096045198,264.31,24.0,0.71
6663,colloquialism,13,85,4.44,873.67,4.463276836158193,292.28,18.0,0.58
6664,colloquium,10,230,5.44,812.5,3.333333333333334,273.03,22.0,0.65
6665,colloquy,8,36,3.58,801.0,4.519774011299436,152.46,7.0,0.24
6666,collude,7,73,4.29,1002.67,4.830508474576272,561.23,6.0,0.19
6667,collusion,9,590,6.38,856.18,3.3615819209039555,398.73,22.0,0.73
6668,cologne,7,953,6.86,704.94,1.9209039548022604,181.22,32.0,0.97
6669,Colombia,8,2794,7.94,734.11,2.68361581920904,251.63,27.0,0.84
6670,Colombian,9,721,6.58,748.47,2.3163841807909606,257.5,30.0,0.91
6671,colon,5,1986,7.59,692.53,1.8079096045197742,280.25,30.0,0.86
6672,colonel,7,3384,8.13,698.41,2.2316384180790965,229.04,29.0,0.94
6673,colonels,8,134,4.9,738.25,2.5706214689265536,220.11,28.0,0.88
6674,colonel's,9,110,4.7,782.94,3.050847457627119,284.02,31.0,1.0
6675,colonial,8,2881,7.97,738.91,2.203389830508475,302.78,34.0,1.0
6676,colonialism,11,482,6.18,806.3,3.418079096045198,393.64,33.0,1.0
6677,colonialist,11,89,4.49,986.13,4.7740112994350286,495.3,31.0,0.97
6678,colonials,9,149,5.0,761.33,2.4858757062146895,214.95,33.0,0.97
6679,colonies,8,2797,7.94,747.31,1.8079096045197742,362.36,32.0,0.97
6680,colonist,8,107,4.67,682.26,2.0621468926553677,214.69,34.0,1.0
6681,colonists,9,950,6.86,751.09,2.514124293785311,379.04,33.0,0.97
6682,colonize,8,469,6.15,760.41,2.6271186440677967,341.24,34.0,1.0
6683,colonized,9,331,5.8,708.23,2.344632768361582,192.59,31.0,0.97
6684,colonnade,9,40,3.69,975.4,4.548022598870057,526.43,15.0,0.48
6685,colonnaded,10,3,1.1,1117.71,5.649717514124294,495.91,7.0,0.21
6686,colony,6,4679,8.45,636.94,1.4971751412429382,181.44,34.0,1.0
6687,colony's,8,51,3.93,708.18,2.090395480225989,157.18,33.0,1.0
6688,color,5,74865,11.22,568.06,0.7062146892655369,156.18,34.0,1.0
6689,Colorado,8,18474,9.82,585.41,1.0451977401129948,131.31,34.0,1.0
6690,Colorado's,10,321,5.77,684.45,1.8079096045197742,250.08,31.0,0.97
6691,coloration,10,262,5.57,996.03,4.915254237288136,334.21,29.0,0.91
6692,colored,7,4997,8.52,642.35,1.4124293785310738,152.38,34.0,1.0
6693,colorful,8,2462,7.81,610.37,1.3841807909604522,229.17,35.0,1.0
6694,coloring,8,1559,7.35,617.21,1.2146892655367236,143.03,34.0,1.0
6695,colorless,9,968,6.88,696.65,1.4689265536723166,229.52,34.0,1.0
6696,colors,6,22947,10.04,574.07,0.7627118644067798,125.1,29.0,0.91
6697,colossal,8,704,6.56,726.76,2.740112994350283,275.97,29.0,0.88
6698,Colosseum,9,188,5.24,850.97,3.898305084745763,334.39,30.0,0.88
6699,colossus,8,3176,8.06,876.15,3.84180790960452,338.8,26.0,0.7
6700,colt,4,1935,7.57,610.06,1.4971751412429382,168.12,35.0,1.0
6701,coltish,7,20,3.0,987.0,4.689265536723164,357.03,9.0,0.28
6702,colts,5,1025,6.93,631.76,1.6384180790960456,195.97,29.0,0.85
6703,colt's,6,69,4.23,655.67,2.090395480225989,177.71,30.0,0.88
6704,Columbia,8,17921,9.79,738.91,2.4011299435028253,333.73,34.0,1.0
6705,Columbus,8,7284,8.89,636.5,1.6949152542372885,117.99,34.0,1.0
6706,column,6,15765,9.67,649.06,1.299435028248588,163.11,34.0,1.0
6707,columnist,9,1633,7.4,661.53,1.666666666666667,167.9,32.0,0.97
6708,columnists,10,422,6.05,825.44,3.0225988700564974,450.78,32.0,0.94
6709,columns,7,6840,8.83,661.94,1.5819209039548028,256.19,32.0,0.97
6710,coma,4,1240,7.12,648.8,1.4406779661016953,217.22,30.0,0.88
6711,Comanche,8,370,5.91,849.12,3.2485875706214697,283.19,17.0,0.55
6712,comas,5,129,4.86,840.17,3.276836158192091,466.77,30.0,0.91
6713,comb,4,1614,7.39,685.03,1.4971751412429382,287.89,32.0,0.97
6714,combat,6,18625,9.83,635.7,1.299435028248588,304.72,33.0,1.0
6715,combatant,9,177,5.18,974.41,3.9265536723163845,474.36,22.0,0.73
6716,combatants,10,552,6.31,930.89,4.887005649717514,311.04,19.0,0.58
6717,combating,9,266,5.58,716.63,2.4011299435028253,236.71,32.0,0.94
6718,combative,9,144,4.97,915.1,4.124293785310734,304.85,30.0,0.88
6719,combatted,9,31,3.43,854.5,3.7853107344632777,255.55,26.0,0.81
6720,combed,6,303,5.71,760.69,2.3728813559322037,234.85,32.0,0.94
6721,combinable,10,16,2.77,1067.4,5.282485875706215,422.49,15.0,0.48
6722,combination,11,20582,9.93,700.18,2.146892655367232,180.84,34.0,1.0
6723,combinations,12,5720,8.65,812.76,2.8248587570621475,347.35,33.0,0.97
6724,combine,7,6592,8.79,695.97,1.7796610169491527,397.91,33.0,0.97
6725,combined,8,14078,9.55,611.03,1.0734463276836161,158.7,34.0,1.0
6726,combines,8,2571,7.85,751.0,2.259887005649718,343.89,30.0,0.91
6727,combing,7,407,6.01,720.03,2.5988700564971756,239.55,33.0,1.0
6728,combining,9,2547,7.84,804.17,2.7683615819209044,269.42,29.0,0.88
6729,combo,5,9969,9.21,706.34,1.7231638418079098,344.44,32.0,0.94
6730,combs,5,644,6.47,595.55,1.0734463276836161,244.02,33.0,0.97
6731,combust,7,72,4.28,935.81,3.7853107344632777,486.94,21.0,0.6
6732,combustibles,12,148,5.0,1022.84,5.338983050847458,363.13,25.0,0.76
6733,combustion,10,1576,7.36,861.63,3.3615819209039555,271.98,32.0,0.94
6734,come,4,232041,12.35,630.12,1.0169491525423733,207.29,33.0,1.0
6735,comeback,8,1396,7.24,612.67,1.186440677966102,218.95,33.0,0.97
6736,comedian,8,1124,7.02,662.53,1.610169491525424,252.87,32.0,0.97
6737,comedians,9,316,5.76,725.29,2.429378531073447,330.24,31.0,0.94
6738,comedies,8,463,6.14,814.91,2.796610169491526,328.44,32.0,1.0
6739,comedown,8,61,4.11,833.89,3.2485875706214697,397.42,28.0,0.85
6740,comedy,6,6934,8.84,604.97,0.9322033898305091,213.42,34.0,1.0
6741,comely,6,106,4.66,846.28,3.7853107344632777,276.43,18.0,0.55
6742,comes,5,103585,11.55,710.85,1.8926553672316389,330.11,33.0,1.0
6743,comet,5,3829,8.25,661.06,2.0621468926553677,162.92,32.0,0.94
6744,comets,6,675,6.51,748.73,2.4576271186440684,274.34,33.0,0.97
6745,comfort,7,6490,8.78,605.79,0.9322033898305091,201.11,34.0,1.0
6746,comfortable,11,16317,9.7,789.47,2.2316384180790965,411.96,32.0,0.97
6747,comfortably,11,1923,7.56,706.33,2.0621468926553677,229.21,33.0,1.0
6748,comforted,9,352,5.86,697.84,1.8361581920903958,262.32,31.0,0.97
6749,Comforter,9,260,5.56,829.67,3.333333333333334,276.54,30.0,1.0
6750,comforting,10,1117,7.02,720.41,2.3728813559322037,320.14,34.0,1.0
6751,comfortless,11,9,2.2,802.76,3.0225988700564974,308.24,29.0,0.97
6752,comforts,8,437,6.08,685.88,1.4971751412429382,220.83,32.0,0.97
6753,comfy,5,587,6.38,707.27,2.090395480225989,238.46,26.0,0.76
6754,comic,5,17078,9.75,594.03,1.0734463276836161,114.29,34.0,1.0
6755,comical,7,615,6.42,675.43,2.2316384180790965,233.08,28.0,0.85
6756,comically,9,92,4.52,893.85,3.7570621468926557,403.9,26.0,0.87
6757,comics,6,27577,10.22,665.94,1.8926553672316389,192.49,32.0,0.94
6758,coming,6,72956,11.2,624.63,1.299435028248588,186.75,32.0,0.97
6759,comings,7,163,5.09,715.38,2.6553672316384187,233.47,32.0,0.91
6760,comma,5,1680,7.43,752.48,2.6271186440677967,314.47,31.0,1.0
6761,command,7,85016,11.35,590.38,0.9322033898305091,176.3,34.0,1.0
6762,commandant,10,351,5.86,852.58,3.4463276836158196,419.62,26.0,0.81
6763,commanded,9,2379,7.77,742.42,1.8644067796610175,288.95,33.0,1.0
6764,commandeer,10,67,4.2,692.13,2.3728813559322037,166.99,24.0,0.75
6765,commandeered,12,86,4.45,832.65,4.80225988700565,290.55,26.0,0.87
6766,commandeering,13,28,3.33,1072.09,6.4406779661016955,325.88,22.0,0.69
6767,commander,9,13958,9.54,753.6,2.259887005649718,280.99,30.0,0.94
6768,commanders,10,1552,7.35,681.71,1.6949152542372885,225.62,34.0,1.0
6769,commanding,10,1411,7.25,674.27,1.4689265536723166,153.3,33.0,1.0
6770,commandment,11,1670,7.42,850.48,3.050847457627119,383.73,29.0,0.91
6771,commando,8,1232,7.12,779.48,3.1073446327683616,243.52,31.0,0.94
6772,commands,8,25319,10.14,635.94,1.5254237288135597,228.63,31.0,0.97
6773,command's,9,113,4.73,646.13,1.8079096045197742,163.57,32.0,0.94
6774,commemorate,11,566,6.34,982.92,4.915254237288136,301.57,26.0,0.87
6775,commemorated,12,109,4.69,1014.88,5.141242937853107,317.05,26.0,0.87
6776,commemorates,12,111,4.71,822.77,3.954802259887006,222.49,22.0,0.71
6777,commemorating,13,225,5.42,1088.9,5.338983050847458,404.03,30.0,0.94
6778,commemoration,13,231,5.44,979.28,6.101694915254238,297.18,25.0,0.78
6779,commence,8,1045,6.95,768.52,2.4011299435028253,307.07,33.0,0.97
6780,commenced,9,527,6.27,868.15,3.050847457627119,431.02,33.0,0.97
6781,commencement,12,413,6.02,811.68,3.474576271186441,299.66,31.0,0.94
6782,commencements,13,2,0.69,864.7,3.7570621468926557,319.15,27.0,0.96
6783,commences,9,207,5.33,866.9,3.84180790960452,244.02,29.0,0.88
6784,commencing,10,278,5.63,822.07,3.0225988700564974,238.23,29.0,0.85
6785,commend,7,788,6.67,696.94,1.9209039548022604,250.25,31.0,0.91
6786,commendable,11,344,5.84,856.77,3.84180790960452,364.92,30.0,0.94
6787,commendation,12,152,5.02,796.82,3.333333333333334,330.5,28.0,1.0
6788,commended,9,470,6.15,692.36,2.1186440677966107,154.47,33.0,1.0
6789,commending,10,68,4.22,813.0,3.1920903954802267,289.34,33.0,0.97
6790,commends,8,68,4.22,631.2,1.7514124293785316,111.88,30.0,0.94
6791,commensurate,12,1936,7.57,846.2,4.237288135593221,343.5,20.0,0.63
6792,comment,7,41761,10.64,638.41,1.299435028248588,229.98,34.0,1.0
6793,commentaries,12,1056,6.96,920.78,3.84180790960452,338.25,27.0,0.9
6794,commentary,10,6441,8.77,822.0,2.796610169491526,345.14,33.0,0.94
6795,commentate,10,9,2.2,1059.08,5.8757062146892665,473.76,24.0,0.83
6796,commentator,11,1024,6.93,881.94,3.7570621468926557,295.13,33.0,1.0
6797,commentators,12,973,6.88,893.79,3.9265536723163845,334.9,28.0,0.88
6798,commented,9,4541,8.42,708.81,1.8644067796610175,253.66,32.0,1.0
6799,commenting,10,2695,7.9,688.1,2.344632768361582,173.96,30.0,0.91
6800,comments,8,76991,11.25,618.47,1.2146892655367236,187.96,32.0,0.97
6801,commerce,8,9822,9.19,683.24,1.9209039548022604,210.6,33.0,1.0
6802,commercial,10,62464,11.04,725.97,1.9209039548022604,322.09,34.0,1.0
6803,commercialism,13,290,5.67,924.9,3.898305084745763,331.41,30.0,0.88
6804,commercialization,17,832,6.72,905.79,4.915254237288136,340.69,29.0,0.94
6805,commercialize,13,161,5.08,922.7,4.096045197740113,423.86,33.0,0.97
6806,commercially,12,3225,8.08,773.48,3.1638418079096047,256.04,33.0,0.97
6807,commercials,11,4173,8.34,697.1,2.1186440677966107,192.62,31.0,0.97
6808,commie,6,594,6.39,945.7,4.1807909604519775,438.61,10.0,0.29
6809,commies,7,509,6.23,1030.0,5.76271186440678,253.97,6.0,0.21
6810,commingle,9,15,2.71,774.71,3.1920903954802267,227.32,7.0,0.21
6811,commingled,10,30,3.4,889.0,5.084745762711865,268.05,5.0,0.15
6812,commiserate,11,102,4.62,959.09,5.310734463276836,363.84,23.0,0.72
6813,commiseration,13,50,3.91,1007.47,5.112994350282487,350.62,17.0,0.53
6814,commissary,10,85,4.44,826.58,3.0225988700564974,353.36,31.0,0.91
6815,commission,10,20087,9.91,624.52,1.5254237288135597,143.63,33.0,0.94
6816,commissioned,12,1178,7.07,829.5,3.3898305084745766,302.15,30.0,0.91
6817,commissioner,12,2370,7.77,835.32,3.3050847457627124,264.16,31.0,0.94
